,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
16,2019-01-24,1320.806077196186,1251.7729335922036,1367.593583863448,1320.806077196186,1320.806077196186,-13.20051380697488,-13.20051380697488,-13.20051380697488,7.682202332994353,7.682202332994353,7.682202332994353,-20.882716139969233,-20.882716139969233,-20.882716139969233,0.0,0.0,0.0,1307.605563389211
17,2019-01-25,1320.8200967551036,1249.5834814601963,1366.0367529277758,1320.8200967551036,1320.8200967551036,-13.6877563875006,-13.6877563875006,-13.6877563875006,7.843374102477343,7.843374102477343,7.843374102477343,-21.53113048997794,-21.53113048997794,-21.53113048997794,0.0,0.0,0.0,1307.1323403676029
18,2019-01-28,1320.862155431856,1240.5360688934968,1357.2262195237747,1320.862155431856,1320.862155431856,-19.09451947207949,-19.09451947207949,-19.09451947207949,4.979967202861304,4.979967202861304,4.979967202861304,-24.07448667494079,-24.07448667494079,-24.07448667494079,0.0,0.0,0.0,1301.7676359597765
19,2019-01-29,1320.8761749907737,1247.4904576393624,1361.2191285389583,1320.8761749907737,1320.8761749907737,-18.15753432299542,-18.15753432299542,-18.15753432299542,6.9675486179256465,6.9675486179256465,6.9675486179256465,-25.125082940921068,-25.125082940921068,-25.125082940921068,0.0,0.0,0.0,1302.7186406677783
20,2019-01-30,1320.8901945496912,1245.441561246172,1359.0239048881801,1320.8901945496912,1320.8901945496912,-19.367326549015484,-19.367326549015484,-19.367326549015484,6.903937576465818,6.903937576465818,6.903937576465818,-26.271264125481302,-26.271264125481302,-26.271264125481302,0.0,0.0,0.0,1301.5228680006758
21,2019-01-31,1320.9042141086088,1243.0754833333954,1360.0286789110407,1320.9042141086088,1320.9042141086088,-19.822766573279154,-19.822766573279154,-19.822766573279154,7.682202332991988,7.682202332991988,7.682202332991988,-27.504968906271145,-27.504968906271145,-27.504968906271145,0.0,0.0,0.0,1301.0814475353297
22,2019-02-01,1320.9182336675265,1244.000979660298,1356.3667223539753,1320.9182336675265,1320.9182336675265,-20.971862898425027,-20.971862898425027,-20.971862898425027,7.843374102509746,7.843374102509746,7.843374102509746,-28.815237000934772,-28.815237000934772,-28.815237000934772,0.0,0.0,0.0,1299.9463707691013
23,2019-02-04,1320.960292344279,1235.4575982989527,1352.188575673894,1320.960292344279,1320.960292344279,-28.077779235281778,-28.077779235281778,-28.077779235281778,4.979967202860613,4.979967202860613,4.979967202860613,-33.05774643814239,-33.05774643814239,-33.05774643814239,0.0,0.0,0.0,1292.8825131089973
24,2019-02-05,1320.9743119031966,1234.7749670293372,1349.7126943105857,1320.9743119031966,1320.9743119031966,-27.548922169545715,-27.548922169545715,-27.548922169545715,6.967548617919065,6.967548617919065,6.967548617919065,-34.516470787464776,-34.516470787464776,-34.516470787464776,0.0,0.0,0.0,1293.425389733651
25,2019-02-06,1320.988331462114,1233.5071780002916,1343.3808850876512,1320.988331462114,1320.988331462114,-29.060405829550845,-29.060405829550845,-29.060405829550845,6.903937576465984,6.903937576465984,6.903937576465984,-35.96434340601683,-35.96434340601683,-35.96434340601683,0.0,0.0,0.0,1291.9279256325633
26,2019-02-07,1321.0023510210315,1233.8700866818,1348.141077931976,1321.0023510210315,1321.0023510210315,-29.698321324389077,-29.698321324389077,-29.698321324389077,7.682202332992988,7.682202332992988,7.682202332992988,-37.380523657382064,-37.380523657382064,-37.380523657382064,0.0,0.0,0.0,1291.3040296966424
27,2019-02-08,1321.0163705799491,1230.2270053229297,1349.2777347712654,1321.0163705799491,1321.0163705799491,-30.90095607855262,-30.90095607855262,-30.90095607855262,7.843374102493971,7.843374102493971,7.843374102493971,-38.74433018104659,-38.74433018104659,-38.74433018104659,0.0,0.0,0.0,1290.1154145013966
28,2019-02-11,1321.0584292567019,1231.4548119355018,1336.7191712559024,1321.0584292567019,1321.0584292567019,-37.349360839581685,-37.349360839581685,-37.349360839581685,4.979967202859583,4.979967202859583,4.979967202859583,-42.32932804244126,-42.32932804244126,-42.32932804244126,0.0,0.0,0.0,1283.70906841712
29,2019-02-12,1321.0724488156195,1230.7502346132835,1342.0530351376678,1321.0724488156195,1321.0724488156195,-36.3326733223375,-36.3326733223375,-36.3326733223375,6.9675486179351065,6.9675486179351065,6.9675486179351065,-43.3002219402726,-43.3002219402726,-43.3002219402726,0.0,0.0,0.0,1284.739775493282
30,2019-02-13,1321.086468374537,1226.7957929800534,1337.765249340172,1321.086468374537,1321.086468374537,-37.233597022576845,-37.233597022576845,-37.233597022576845,6.903937576463313,6.903937576463313,6.903937576463313,-44.13753459904016,-44.13753459904016,-44.13753459904016,0.0,0.0,0.0,1283.8528713519602
31,2019-02-14,1321.1004879334544,1229.7032812689245,1347.3712301817777,1321.1004879334544,1321.1004879334544,-37.15068429400756,-37.15068429400756,-37.15068429400756,7.682202332998809,7.682202332998809,7.682202332998809,-44.832886627006374,-44.832886627006374,-44.832886627006374,0.0,0.0,0.0,1283.9498036394468
32,2019-02-15,1321.114507492372,1228.4017201278439,1340.7977095886695,1321.114507492372,1321.114507492372,-37.53797441616448,-37.53797441616448,-37.53797441616448,7.843374102490891,7.843374102490891,7.843374102490891,-45.38134851865537,-45.38134851865537,-45.38134851865537,0.0,0.0,0.0,1283.5765330762076
33,2019-02-18,1321.1565661691245,1219.1078752099731,1338.7709695039257,1321.1565661691245,1321.1565661691245,-41.170818187495456,-41.170818187495456,-41.170818187495456,4.97996720285889,4.97996720285889,4.97996720285889,-46.15078539035434,-46.15078539035434,-46.15078539035434,0.0,0.0,0.0,1279.9857479816292
34,2019-02-19,1321.1705857280422,1228.2996062990046,1341.9938528600717,1321.1705857280422,1321.1705857280422,-39.16772936365863,-39.16772936365863,-39.16772936365863,6.967548617928521,6.967548617928521,6.967548617928521,-46.13527798158715,-46.13527798158715,-46.13527798158715,0.0,0.0,0.0,1282.0028563643834
35,2019-02-20,1321.1846052869598,1225.6199728420736,1342.8756626693837,1321.1846052869598,1321.1846052869598,-39.09840726007982,-39.09840726007982,-39.09840726007982,6.903937576460642,6.903937576460642,6.903937576460642,-46.00234483654046,-46.00234483654046,-46.00234483654046,0.0,0.0,0.0,1282.08619802688
36,2019-02-21,1321.1986248458772,1222.2666297052012,1343.5308600296141,1321.1986248458772,1321.1986248458772,-38.085446052593305,-38.085446052593305,-38.085446052593305,7.6822023330046285,7.6822023330046285,7.6822023330046285,-45.76764838559793,-45.76764838559793,-45.76764838559793,0.0,0.0,0.0,1283.1131787932839
37,2019-02-22,1321.212644404795,1225.8496517169592,1343.7666477306586,1321.212644404795,1321.212644404795,-37.605892794984506,-37.605892794984506,-37.605892794984506,7.8433741024979025,7.8433741024979025,7.8433741024979025,-45.4492668974824,-45.4492668974824,-45.4492668974824,0.0,0.0,0.0,1283.6067516098103
38,2019-02-25,1321.2547030815474,1220.2792574047032,1335.3257144058462,1321.2547030815474,1321.2547030815474,-39.21719429700693,-39.21719429700693,-39.21719429700693,4.979967202875892,4.979967202875892,4.979967202875892,-44.19716149988282,-44.19716149988282,-44.19716149988282,0.0,0.0,0.0,1282.0375087845405
39,2019-02-26,1321.268722640465,1226.923768412971,1341.3584599825963,1321.268722640465,1321.268722640465,-36.785251848966524,-36.785251848966524,-36.785251848966524,6.967548617933984,6.967548617933984,6.967548617933984,-43.75280046690051,-43.75280046690051,-43.75280046690051,0.0,0.0,0.0,1284.4834707914986
40,2019-02-27,1321.2827421993827,1230.3105137090179,1339.8122095100623,1321.2827421993827,1321.2827421993827,-36.426383380752796,-36.426383380752796,-36.426383380752796,6.903937576460809,6.903937576460809,6.903937576460809,-43.3303209572136,-43.3303209572136,-43.3303209572136,0.0,0.0,0.0,1284.8563588186298
41,2019-02-28,1321.2967617583001,1227.3521556160297,1335.1016562753932,1321.2967617583001,1321.2967617583001,-35.26688959467539,-35.26688959467539,-35.26688959467539,7.682202332997444,7.682202332997444,7.682202332997444,-42.94909192767284,-42.94909192767284,-42.94909192767284,0.0,0.0,0.0,1286.0298721636248
42,2019-03-01,1321.3107813172176,1227.6715549430985,1343.9420347703467,1321.3107813172176,1321.3107813172176,-34.78290767799134,-34.78290767799134,-34.78290767799134,7.843374102494821,7.843374102494821,7.843374102494821,-42.62628178048616,-42.62628178048616,-42.62628178048616,0.0,0.0,0.0,1286.5278736392263
